estudiante_id,nombre,genero,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,departamento_origen,estrato_socioeconomico,tipo_colegio,ingreso_familiar,desertor
2044,Estudiante Real 1044,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,19,312.3053625161004,3.3386628718168323,1,VALLE DEL CAUCA,2,OFICIAL,1062967.1168525128,0
2045,Estudiante Real 1045,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,18,277.1274068631462,3.8861926161539513,0,VALLE DEL CAUCA,2,NO OFICIAL,1339430.2105774381,0
2046,Estudiante Real 1046,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,21,253.84498560369536,1.9735706017841919,2,VALLE DEL CAUCA,1,OFICIAL,1571102.045957623,1
2047,Estudiante Real 1047,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,17,383.1731865410911,3.8526685738236743,0,VALLE DEL CAUCA,1,NO OFICIAL,2727839.3499155873,0
2048,Estudiante Real 1048,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,22,293.9198153464512,3.9606132718743687,0,VALLE DEL CAUCA,1,NO OFICIAL,1433954.7975996004,0
2049,Estudiante Real 1049,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,17,291.5493179800677,3.6170046274305387,0,VALLE DEL CAUCA,3,OFICIAL,2935721.311018888,0
2050,Estudiante Real 1050,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,21,297.6317794560318,3.3819616859208903,0,VALLE DEL CAUCA,3,OFICIAL,2817063.044735203,0
2051,Estudiante Real 1051,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,22,242.72478579909847,3.489477776148915,1,VALLE DEL CAUCA,4,OFICIAL,1282633.670847806,0
2052,Estudiante Real 1052,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,23,296.93285736364055,3.4284687283071684,1,VALLE DEL CAUCA,2,OFICIAL,1385892.50890919,0
2053,Estudiante Real 1053,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,26,299.0038291637522,3.3506368499630885,0,VALLE DEL CAUCA,1,OFICIAL,1530079.355561516,0
2054,Estudiante Real 1054,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,27,319.5104465837957,3.102026004608384,0,VALLE DEL CAUCA,1,OFICIAL,189366.5261203612,0
2055,Estudiante Real 1055,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,21,322.24543660622845,4.078996970740009,0,VALLE DEL CAUCA,1,OFICIAL,2863545.618498435,0
2056,Estudiante Real 1056,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,18,359.88293864855575,4.034032621205733,0,VALLE DEL CAUCA,2,OFICIAL,2638579.2909210054,0
2057,Estudiante Real 1057,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,19,255.19893490542285,2.9656540115784136,1,VALLE DEL CAUCA,4,OFICIAL,3986597.023926696,0
2058,Estudiante Real 1058,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,21,261.07119079752283,4.312313866038622,0,VALLE DEL CAUCA,2,NO OFICIAL,2177439.958666466,0
2059,Estudiante Real 1059,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,26,364.2717747123188,3.757200210363591,0,VALLE DEL CAUCA,1,OFICIAL,3012610.303893278,0
2060,Estudiante Real 1060,MASCULINO,LICENCIATURA EN EDUCACIÓN INFANTIL,29,345.82102149667895,2.7298160871927575,1,VALLE DEL CAUCA,1,OFICIAL,2076233.0517934137,1
2061,Estudiante Real 1061,FEMENINO,LICENCIATURA EN EDUCACIÓN INFANTIL,18,347.2455520094094,3.529906184330179,0,VALLE DEL CAUCA,3,NO OFICIAL,2298077.9204663928,0
2062,Estudiante Real 1062,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,29,301.10087466800564,3.634061425070326,1,VALLE DEL CAUCA,1,NO OFICIAL,1703343.12204053,0
2063,Estudiante Real 1063,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,28,296.2510528763168,3.9721788941031377,0,VALLE DEL CAUCA,4,NO OFICIAL,2854796.7986509833,0
2064,Estudiante Real 1064,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,26,247.8442798220983,4.3832545633529545,0,VALLE DEL CAUCA,3,OFICIAL,2756849.4019360794,0
2065,Estudiante Real 1065,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,21,228.70716302671758,3.530100540494625,2,VALLE DEL CAUCA,3,NO OFICIAL,2321579.000539382,1
2066,Estudiante Real 1066,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,21,366.7361018414633,3.4307821075925906,0,VALLE DEL CAUCA,4,OFICIAL,3258619.052640577,0
2067,Estudiante Real 1067,FEMENINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,27,245.41492171561822,3.909044008103716,0,VALLE DEL CAUCA,2,NO OFICIAL,2584195.4921030602,0
2068,Estudiante Real 1068,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,20,316.3502420375017,4.178003334725563,0,VALLE DEL CAUCA,2,OFICIAL,2126415.8101195865,0
2069,Estudiante Real 1069,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,25,349.0917697236591,4.328960512059391,0,VALLE DEL CAUCA,4,OFICIAL,3102107.5187431094,0
2070,Estudiante Real 1070,FEMENINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,23,228.63004561956308,2.9788753842654385,1,VALLE DEL CAUCA,2,NO OFICIAL,2201870.1838918766,1
2071,Estudiante Real 1071,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,24,238.04485362904416,2.9601408575156833,0,VALLE DEL CAUCA,1,OFICIAL,1041739.9361491144,1
2072,Estudiante Real 1072,FEMENINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,28,358.72595092779653,4.112305657048802,0,VALLE DEL CAUCA,2,NO OFICIAL,1412825.9300130038,0
2073,Estudiante Real 1073,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,19,318.1343783999507,4.059015734339993,1,VALLE DEL CAUCA,2,NO OFICIAL,2887067.06963612,0
2074,Estudiante Real 1074,FEMENINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,21,340.69917378216525,3.599142923165468,0,VALLE DEL CAUCA,2,OFICIAL,2467346.749425263,0
2075,Estudiante Real 1075,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,21,320.13659039497196,2.537452549306183,2,VALLE DEL CAUCA,4,OFICIAL,2517452.9469170263,1
2076,Estudiante Real 1076,FEMENINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,24,370.5885844997761,3.8053372927099005,0,VALLE DEL CAUCA,2,NO OFICIAL,2949991.49826182,0
2077,Estudiante Real 1077,FEMENINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,27,319.5909528025852,3.2463944603851385,1,VALLE DEL CAUCA,3,OFICIAL,3064908.3275824767,0
2078,Estudiante Real 1078,MASCULINO,LICENCIATURA EN EDUCACIÓN RELIGIOSA,22,283.1470307892607,3.667526582906113,2,VALLE DEL CAUCA,2,NO OFICIAL,3098105.393486617,1
2079,Estudiante Real 1079,MASCULINO,LICENCIATURA EN PREESCOLAR,27,358.3298669417423,3.8985362805056796,0,VALLE DEL CAUCA,1,NO OFICIAL,1063550.0613392957,0
2080,Estudiante Real 1080,MASCULINO,LICENCIATURA EN PREESCOLAR,24,267.0768748627923,3.204369424346599,0,VALLE DEL CAUCA,3,OFICIAL,1654912.77000441,0
2081,Estudiante Real 1081,MASCULINO,LICENCIATURA EN PREESCOLAR,24,382.67022518300416,3.7885169189140067,0,VALLE DEL CAUCA,4,NO OFICIAL,1253970.173649039,0
2082,Estudiante Real 1082,MASCULINO,LICENCIATURA EN PREESCOLAR,23,353.655730544855,3.9912218243942412,0,VALLE DEL CAUCA,2,OFICIAL,1793908.8711084365,0
2083,Estudiante Real 1083,MASCULINO,LICENCIATURA EN PREESCOLAR,19,246.45247478489642,3.376391092635572,0,VALLE DEL CAUCA,3,OFICIAL,470900.82256794965,0
2084,Estudiante Real 1084,FEMENINO,LICENCIATURA EN PREESCOLAR,26,370.18885173553804,3.66023317617075,0,VALLE DEL CAUCA,2,OFICIAL,2343764.6431085854,0
2085,Estudiante Real 1085,MASCULINO,LICENCIATURA EN PREESCOLAR,20,306.61158268548587,4.0680280839680085,0,VALLE DEL CAUCA,2,NO OFICIAL,2976936.702931517,0
2086,Estudiante Real 1086,FEMENINO,LICENCIATURA EN PREESCOLAR,28,293.79628337052236,3.9503468264049744,0,VALLE DEL CAUCA,2,OFICIAL,1684094.6868676601,0
2087,Estudiante Real 1087,FEMENINO,LICENCIATURA EN PREESCOLAR,19,272.98430969428176,3.044110850432779,1,VALLE DEL CAUCA,3,OFICIAL,1233620.906207931,0
2088,Estudiante Real 1088,MASCULINO,LICENCIATURA EN PREESCOLAR,21,321.6184089054576,3.5566246856287154,2,VALLE DEL CAUCA,3,OFICIAL,1070150.1427814404,0
2089,Estudiante Real 1089,MASCULINO,LICENCIATURA EN PREESCOLAR,21,277.04652521435384,3.559685595775095,1,VALLE DEL CAUCA,2,OFICIAL,2999611.626056244,0
2090,Estudiante Real 1090,MASCULINO,LICENCIATURA EN PREESCOLAR,22,308.75372965647523,3.107991141868129,1,VALLE DEL CAUCA,2,OFICIAL,2930283.8193069645,0
2091,Estudiante Real 1091,MASCULINO,LICENCIATURA EN PREESCOLAR,19,319.64001013588984,4.317154834676038,0,VALLE DEL CAUCA,2,OFICIAL,2484754.5933855684,0
2092,Estudiante Real 1092,FEMENINO,LICENCIATURA EN PREESCOLAR,20,351.56439070065807,3.8650465595438135,0,VALLE DEL CAUCA,3,NO OFICIAL,2533369.851260878,0
2093,Estudiante Real 1093,FEMENINO,LICENCIATURA EN PREESCOLAR,23,210.28758002418584,3.1962043299508522,1,VALLE DEL CAUCA,2,OFICIAL,1976527.4947630612,0
2094,Estudiante Real 1094,MASCULINO,LICENCIATURA EN PREESCOLAR,26,291.20069706679965,3.6974647869054893,0,VALLE DEL CAUCA,3,OFICIAL,1315858.7056402834,0
2095,Estudiante Real 1095,MASCULINO,LICENCIATURA EN PREESCOLAR,21,382.0160446761528,4.115327364664916,0,VALLE DEL CAUCA,1,NO OFICIAL,2848800.5420966856,0
2096,Estudiante Real 1096,MASCULINO,LICENCIATURA EN PREESCOLAR,21,241.5758658225394,3.4034548996492693,0,VALLE DEL CAUCA,2,NO OFICIAL,1562081.7660441305,0
2097,Estudiante Real 1097,FEMENINO,LICENCIATURA EN PREESCOLAR,21,274.9348319244208,3.159422427548963,0,VALLE DEL CAUCA,1,NO OFICIAL,1005957.8585397772,0
2098,Estudiante Real 1098,FEMENINO,LICENCIATURA EN PREESCOLAR,18,326.50660092727287,3.743848803505859,0,VALLE DEL CAUCA,2,OFICIAL,2571074.174323434,0
2099,Estudiante Real 1099,MASCULINO,LICENCIATURA EN PREESCOLAR,21,290.5247671532151,2.6458987108344676,0,VALLE DEL CAUCA,3,NO OFICIAL,2580195.8935114373,0
2100,Estudiante Real 1100,MASCULINO,LICENCIATURA EN PREESCOLAR,29,321.88908886340346,4.433628420874767,0,VALLE DEL CAUCA,2,NO OFICIAL,3851444.4609429594,0
2101,Estudiante Real 1101,FEMENINO,LICENCIATURA EN PREESCOLAR,26,309.23945048562183,3.5830183870628636,0,VALLE DEL CAUCA,1,NO OFICIAL,3249214.8533667913,0
2102,Estudiante Real 1102,MASCULINO,LICENCIATURA EN PREESCOLAR,26,301.38605260686893,4.096478565226482,2,VALLE DEL CAUCA,1,NO OFICIAL,4421355.5816894295,1
2103,Estudiante Real 1103,MASCULINO,LICENCIATURA EN PREESCOLAR,17,317.0830016706419,3.7364955714125045,1,VALLE DEL CAUCA,3,NO OFICIAL,3341989.228395758,0
2104,Estudiante Real 1104,MASCULINO,LICENCIATURA EN PREESCOLAR,25,293.111602975288,3.953242380290728,1,VALLE DEL CAUCA,1,OFICIAL,2599071.6885796925,0
2105,Estudiante Real 1105,MASCULINO,LICENCIATURA EN PREESCOLAR,27,311.41957122142003,3.920408205890551,0,VALLE DEL CAUCA,3,NO OFICIAL,2279850.9452063446,0
2106,Estudiante Real 1106,MASCULINO,LICENCIATURA EN PREESCOLAR,24,244.3905653334612,3.3260923816367027,0,VALLE DEL CAUCA,2,NO OFICIAL,2659233.444310499,0
2107,Estudiante Real 1107,MASCULINO,LICENCIATURA EN PREESCOLAR,28,301.6582871808453,4.469604448275617,2,VALLE DEL CAUCA,1,OFICIAL,1138589.7479808824,1
2108,Estudiante Real 1108,MASCULINO,LICENCIATURA EN PREESCOLAR,20,253.04167551209574,3.689264584860239,0,VALLE DEL CAUCA,3,OFICIAL,2681006.203954252,0
2109,Estudiante Real 1109,FEMENINO,LICENCIATURA EN PREESCOLAR,19,268.92057498432126,2.852229231750898,0,VALLE DEL CAUCA,2,NO OFICIAL,2187701.550691942,1
2110,Estudiante Real 1110,MASCULINO,LICENCIATURA EN PREESCOLAR,28,297.63768122541916,3.062901470812262,4,VALLE DEL CAUCA,2,OFICIAL,1621886.5412843567,0
2111,Estudiante Real 1111,MASCULINO,LICENCIATURA EN PREESCOLAR,23,299.67965855209565,3.4498676410405844,0,VALLE DEL CAUCA,1,OFICIAL,898747.3756079023,0
2112,Estudiante Real 1112,FEMENINO,LICENCIATURA EN PREESCOLAR,26,265.15322718471566,2.4329885706995147,0,VALLE DEL CAUCA,2,NO OFICIAL,1412432.1302739044,1
2113,Estudiante Real 1113,MASCULINO,LICENCIATURA EN PREESCOLAR,29,275.12901036122946,3.611169619659304,0,VALLE DEL CAUCA,3,NO OFICIAL,3893547.133413672,0
2114,Estudiante Real 1114,FEMENINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,28,342.0865832997764,3.8616837038388003,1,VALLE DEL CAUCA,1,NO OFICIAL,2902725.6732712896,0
2115,Estudiante Real 1115,MASCULINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,20,324.0420992381872,4.147399251113662,0,VALLE DEL CAUCA,2,NO OFICIAL,1394008.2689405847,0
2116,Estudiante Real 1116,FEMENINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,28,370.3225458460829,4.161446061651962,0,VALLE DEL CAUCA,2,OFICIAL,2751017.0602262993,0
2117,Estudiante Real 1117,FEMENINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,24,280.66071733286884,2.501043277212995,1,VALLE DEL CAUCA,1,NO OFICIAL,1317439.5885544713,1
2118,Estudiante Real 1118,MASCULINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,21,278.07570646518946,3.3504189520572822,0,VALLE DEL CAUCA,1,OFICIAL,3210839.735020314,0
2119,Estudiante Real 1119,FEMENINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,20,451.16220750281934,3.7153486591672173,0,VALLE DEL CAUCA,1,NO OFICIAL,1361031.5603558228,0
2120,Estudiante Real 1120,FEMENINO,MAESTRA EN POSCOSECHA HORTOFRUTÍCOLA,27,261.63292728469395,3.3073763910159535,0,VALLE DEL CAUCA,3,NO OFICIAL,1800717.8569144984,0
2121,Estudiante Real 1121,MASCULINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,28,309.7299037937944,3.177597358909168,0,VALLE DEL CAUCA,1,OFICIAL,1369591.0204303167,0
2122,Estudiante Real 1122,MASCULINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,21,263.437974703767,3.4210047827933323,0,VALLE DEL CAUCA,1,NO OFICIAL,2241338.1769663133,0
2123,Estudiante Real 1123,FEMENINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,21,288.2854557955461,3.2164569563684786,0,VALLE DEL CAUCA,3,OFICIAL,1882789.8974833998,0
2124,Estudiante Real 1124,FEMENINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,20,273.38723377951527,3.3544985195486148,0,VALLE DEL CAUCA,2,OFICIAL,3950925.941927144,0
2125,Estudiante Real 1125,MASCULINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,19,308.7392594668758,3.9572653455260847,0,VALLE DEL CAUCA,1,NO OFICIAL,2503604.2712837197,0
2126,Estudiante Real 1126,FEMENINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,20,162.13512377242648,3.637624287383175,0,VALLE DEL CAUCA,3,NO OFICIAL,2065200.147906521,0
2127,Estudiante Real 1127,FEMENINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,22,242.16151966490963,4.039481986535326,0,VALLE DEL CAUCA,3,NO OFICIAL,2680608.593347348,0
2128,Estudiante Real 1128,FEMENINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,28,351.2463993934268,4.415450637816162,0,VALLE DEL CAUCA,1,NO OFICIAL,3499987.3722621338,0
2129,Estudiante Real 1129,MASCULINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,20,348.41220672346674,3.391330980060342,0,VALLE DEL CAUCA,2,NO OFICIAL,279068.1641052859,0
2130,Estudiante Real 1130,FEMENINO,MAESTRIA EN GESTION DE LA CALIDAD DE ALIMENTOS,24,350.3982198682832,2.934190941894282,0,VALLE DEL CAUCA,2,OFICIAL,1537798.632875627,0
2131,Estudiante Real 1131,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,27,315.0398461721404,2.978909019095314,0,VALLE DEL CAUCA,3,OFICIAL,3282514.6354225078,0
2132,Estudiante Real 1132,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,25,354.6672510027009,3.716047318964269,0,VALLE DEL CAUCA,3,NO OFICIAL,2004297.5952970078,0
2133,Estudiante Real 1133,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,18,300.6977420888868,3.620913885251744,0,VALLE DEL CAUCA,1,NO OFICIAL,1482629.3051295576,0
2134,Estudiante Real 1134,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,24,386.4802187621079,4.1820300762929685,0,VALLE DEL CAUCA,3,NO OFICIAL,2780093.735199748,0
2135,Estudiante Real 1135,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,21,330.3220399373817,4.380127764765465,0,VALLE DEL CAUCA,2,OFICIAL,248397.0871171135,0
2136,Estudiante Real 1136,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,29,299.3470627062861,3.508562249411195,1,VALLE DEL CAUCA,1,OFICIAL,1073886.0242212603,0
2137,Estudiante Real 1137,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,17,250.50560333097027,3.6475357184465382,0,VALLE DEL CAUCA,1,NO OFICIAL,3048203.1714972155,0
2138,Estudiante Real 1138,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,25,284.76617796836575,3.4510665975215695,0,VALLE DEL CAUCA,3,OFICIAL,1734757.5365704116,0
2139,Estudiante Real 1139,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,25,342.1641987985008,3.269051141906601,1,VALLE DEL CAUCA,2,NO OFICIAL,2204199.3773292294,0
2140,Estudiante Real 1140,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,27,308.8092202169532,3.54769153381952,0,VALLE DEL CAUCA,3,OFICIAL,3070449.169741308,0
2141,Estudiante Real 1141,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,18,393.416424883686,4.036408541589167,1,VALLE DEL CAUCA,1,OFICIAL,2932080.9514330225,0
2142,Estudiante Real 1142,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,25,312.8912972092859,3.7651565273159413,1,VALLE DEL CAUCA,3,OFICIAL,3337381.0976289143,0
2143,Estudiante Real 1143,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,27,325.9787749040874,4.41082379797566,0,VALLE DEL CAUCA,1,NO OFICIAL,3834141.0088854916,0
2144,Estudiante Real 1144,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,28,374.6315260459336,3.318531268583248,0,VALLE DEL CAUCA,1,NO OFICIAL,1502716.3195301862,0
2145,Estudiante Real 1145,MASCULINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,24,319.71825408525405,2.81429000083085,0,VALLE DEL CAUCA,2,OFICIAL,1267628.7568180128,1
2146,Estudiante Real 1146,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,22,285.7950877357755,4.001262987481073,0,VALLE DEL CAUCA,3,OFICIAL,2660797.2436159677,0
2147,Estudiante Real 1147,FEMENINO,MAESTRIA EN INNOVACION ALIMENTARIA Y NUTRICION,29,249.10662726873022,3.8575187097156225,2,VALLE DEL CAUCA,2,NO OFICIAL,1551265.836001725,1
2148,Estudiante Real 1148,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,26,292.03985518513866,3.936818182854312,0,VALLE DEL CAUCA,2,NO OFICIAL,2345423.01617488,0
2149,Estudiante Real 1149,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,22,365.89176242726546,4.326456822136936,1,VALLE DEL CAUCA,2,OFICIAL,14691.178217570488,0
2150,Estudiante Real 1150,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,17,232.8527426054863,3.9058935245013315,1,VALLE DEL CAUCA,2,OFICIAL,2969836.821835022,0
2151,Estudiante Real 1151,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,27,339.2263761098931,2.819719198695853,1,VALLE DEL CAUCA,2,OFICIAL,3580714.375892219,1
2152,Estudiante Real 1152,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,19,278.82498698959535,3.2740557087343096,0,VALLE DEL CAUCA,2,NO OFICIAL,1662794.8986474855,0
2153,Estudiante Real 1153,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,26,359.56044537661114,4.014277614348945,1,VALLE DEL CAUCA,2,OFICIAL,1111567.9765896024,0
2154,Estudiante Real 1154,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,25,418.4317719616213,3.568127357248017,0,VALLE DEL CAUCA,2,OFICIAL,2842908.331366767,0
2155,Estudiante Real 1155,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,27,319.89330921223535,3.888345073392062,0,VALLE DEL CAUCA,1,NO OFICIAL,3535286.3306993884,0
2156,Estudiante Real 1156,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,19,308.24299468179515,4.143726775347083,0,VALLE DEL CAUCA,2,OFICIAL,3591423.3535362436,0
2157,Estudiante Real 1157,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,23,311.38014260926633,3.121315981915307,0,VALLE DEL CAUCA,1,NO OFICIAL,1382160.8023386465,0
2158,Estudiante Real 1158,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,18,276.38028057973236,3.9436192251976445,0,VALLE DEL CAUCA,2,NO OFICIAL,386977.7642509866,0
2159,Estudiante Real 1159,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,19,244.2790550113873,5.0,0,VALLE DEL CAUCA,4,NO OFICIAL,394159.9644798339,0
2160,Estudiante Real 1160,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,23,330.8258569891627,3.5161705086854482,1,VALLE DEL CAUCA,2,OFICIAL,2610990.2028775006,0
2161,Estudiante Real 1161,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,24,331.091461587678,2.7740409084041064,0,VALLE DEL CAUCA,1,OFICIAL,1961068.1785428792,1
2162,Estudiante Real 1162,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,18,314.3209772030667,2.7308389975144296,0,VALLE DEL CAUCA,2,NO OFICIAL,3028010.4061634727,1
2163,Estudiante Real 1163,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,17,338.061538334336,3.298010056696388,0,VALLE DEL CAUCA,2,OFICIAL,1098516.243023043,0
2164,Estudiante Real 1164,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,26,340.07949904483206,4.302572196126014,2,VALLE DEL CAUCA,2,NO OFICIAL,2177913.6850084225,1
2165,Estudiante Real 1165,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,24,278.7398214690423,4.142611131830816,0,VALLE DEL CAUCA,1,OFICIAL,2238555.168784318,0
2166,Estudiante Real 1166,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,20,315.1899282090721,4.376334222210553,0,VALLE DEL CAUCA,1,OFICIAL,1785369.4911859697,0
2167,Estudiante Real 1167,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,29,281.02789863169335,3.3163180971964468,2,VALLE DEL CAUCA,2,OFICIAL,2836670.1536958325,1
2168,Estudiante Real 1168,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,17,350.80194373106474,4.6107859399420015,0,VALLE DEL CAUCA,2,OFICIAL,4287745.985875145,0
2169,Estudiante Real 1169,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,17,292.9469274052696,3.758121428930793,0,VALLE DEL CAUCA,2,OFICIAL,2767045.3254852337,0
2170,Estudiante Real 1170,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,17,342.5312162425837,3.1780730612875505,0,VALLE DEL CAUCA,1,NO OFICIAL,3534313.099519821,0
2171,Estudiante Real 1171,MASCULINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,18,325.64337591646284,3.317123168513266,1,VALLE DEL CAUCA,2,NO OFICIAL,3384253.05191366,0
2172,Estudiante Real 1172,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,21,286.3442108064781,4.377599267073671,0,VALLE DEL CAUCA,2,OFICIAL,2668300.7958256607,0
2173,Estudiante Real 1173,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,28,331.99967899374616,4.160131460275281,0,VALLE DEL CAUCA,2,OFICIAL,2672752.1417992283,0
2174,Estudiante Real 1174,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,21,265.76665021628565,3.2133968978189213,0,VALLE DEL CAUCA,1,NO OFICIAL,1571850.6002443577,0
2175,Estudiante Real 1175,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,19,361.4552854798213,3.759186469757333,0,VALLE DEL CAUCA,1,OFICIAL,2488251.577869327,0
2176,Estudiante Real 1176,FEMENINO,MAESTRÍA EN GESTIÓN DE LA CALIDAD DE ALIMENTOS,23,291.5700551372297,3.5698069538523094,1,VALLE DEL CAUCA,2,OFICIAL,2898953.0717174215,0
2177,Estudiante Real 1177,FEMENINO,MAESTRÍA EN INNOVACIÓN ALIMENTARIA Y NUTRICIÓN,29,284.83848555185557,3.5945421594632756,0,VALLE DEL CAUCA,1,OFICIAL,2123669.1999592315,0
